,Question,Answer
380,What is a search engine?,"A search engine makes it possible to search large collections of mostly textual data items (called documents) to quickly find the best matching results. Search requests are usually a few words of unstructured text, such as ""matt damon movies"". The returned results are usually ranked with the best matching, or most relevant, items listed first (the ones that are most ""about"" the search words).
Documents may be completely unstructured, or they can contain multiple fields that can optionally be searched individually. For example, a search service for movies might have documents with fields for title, director, actor, description, and reviews. Results returned by a search engine are typically proxies for the underlying documents, such as URLs that reference particular web pages. However, the search service can also return the actual contents of individual fields."
381,What benefits does Amazon CloudSearch offer?,"Amazon CloudSearch is a fully managed search service that automatically scales with the volume of data and complexity of search requests to deliver fast and accurate results. Amazon CloudSearch lets customers add search capability without needing to manage hosts, traffic and data scaling, redundancy, or software packages. Users pay low hourly rates only for the resources consumed. Amazon CloudSearch can offer significantly lower total cost of ownership compared to operating and managing your own search environment."
382,Can Amazon CloudSearch be used with a storage service?,"A search service and a storage service are complementary. A search service requires that your documents already be stored somewhere, whether it's in files of a file system, data in Amazon S3, or records in an Amazon DynamoDB or Amazon RDS instance. The search service is a rapid retrieval system that makes those items searchable with sub-second latencies through a process called indexing."
383,Can Amazon CloudSearch be used with a database?,"Search engines and databases are not mutually exclusive - in fact, they are often used together. If you already have a database that contains structured data, you might want to use a search engine to intelligently filter and rank the database contents using search keywords as relevance criteria.
A search service can be used to index and search both structured and unstructured data. Content can come from multiple sources and can include database fields along with files in a variety of formats, web pages, and so on. A search service can support customizable result ranking as well as special search features such as using facets for filtering that are not available in databases."
384,What regions is Amazon CloudSearch available in?,"Amazon CloudSearch is available in the following AWS Regions: US East (Northern Virgina), US West (Oregon), US West (N. California), EU (Ireland), EU (Frankfurt), South America (Sao Paulo) and Asia Pacific (Singapore, Tokyo, Sydney, and Seoul)."
385,What new features does Amazon CloudSearch support?,"With this latest release Amazon CloudSearch supports several new search and administration features. The key new features include:
Language support: 
            
34 languages, plus ""multiple"" to handle mixed language fields
Per-field language configuration
Language-specific text analysis
Multiple levels of algorithmic stemming are available for many languages, including ""none""
Enhanced search features: 
            
Suggestions
Highlighting
Geospatial search
New data types: date, double, 64 bit signed int, latlon
Sloppy phrase search
Term boosting
Enhanced range searching for all field types
Support for multiple query parsers: simple, structured, lucene, dismax"
386,Query parser configuration options,"Administration features: 
            
High availability option
IAM integration
User configurable scaling
Available in additional AWS Regions: Asia Pacific (Tokyo), Asia Pacific (Singapore), Asia Pacific (Sydney), Asia Pacific (Seoul), and South America (Sao Paulo)"
387,Does Amazon CloudSearch still support dictionary stemming?,Yes. The new version of Amazon CloudSearch supports dictionary stemming in addition to algorithmic stemming.
388,Does the new version of Amazon CloudSearch use Apache Solr?,"Yes. The latest version of Amazon CloudSearch has been modified to use Apache Solr as the underlying text search engine. Amazon CloudSearch now provides several popular search engine features available with Apache Solr in addition to the managed search service experience that makes it easy to set up, operate, and scale a search domain."
389,Can I access the new version of Amazon CloudSearch through the console?,"Yes. You can access the new version of Amazon CloudSearch through the console. If you are a current Amazon CloudSearch customer with existing search domains, you have the option to select which version of Amazon CloudSearch you want to use when creating new search domains. New customers will use the new version of Amazon CloudSearch by default and will not have access to the 2011-01-01 version."
